number,Timings,season,round,raceName,date,circuit_id,circuit_name,circuit_location,circuit_country
2,"[{'driverId': 'leclerc', 'position': '1', 'time': '1:22.829'}, {'driverId': 'piastri', 'position': '2', 'time': '1:23.242'}, {'driverId': 'russell', 'position': '3', 'time': '1:23.822'}, {'driverId': 'alonso', 'position': '4', 'time': '1:24.413'}, {'driverId': 'norris', 'position': '5', 'time': '1:23.964'}, {'driverId': 'bortoleto', 'position': '6', 'time': '1:23.981'}, {'driverId': 'stroll', 'position': '7', 'time': '1:24.098'}, {'driverId': 'max_verstappen', 'position': '8', 'time': '1:23.871'}, {'driverId': 'lawson', 'position': '9', 'time': '1:25.171'}, {'driverId': 'bearman', 'position': '10', 'time': '1:24.727'}]",2025,14,Hungarian Grand Prix,2025-08-03,hungaroring,Hungaroring,Budapest,Hungary
1,"[{'driverId': 'piastri', 'position': '1', 'time': '1:18.622'}, {'driverId': 'max_verstappen', 'position': '2', 'time': '1:19.680'}, {'driverId': 'norris', 'position': '3', 'time': '1:20.728'}, {'driverId': 'hadjar', 'position': '4', 'time': '1:21.492'}, {'driverId': 'leclerc', 'position': '5', 'time': '1:21.699'}, {'driverId': 'russell', 'position': '6', 'time': '1:22.385'}, {'driverId': 'hamilton', 'position': '7', 'time': '1:23.037'}, {'driverId': 'lawson', 'position': '8', 'time': '1:23.530'}, {'driverId': 'sainz', 'position': '9', 'time': '1:24.115'}, {'driverId': 'albon', 'position': '10', 'time': '1:24.528'}, {'driverId': 'tsunoda', 'position': '11', 'time': '1:24.873'}, {'driverId': 'antonelli', 'position': '12', 'time': '1:25.462'}, {'driverId': 'alonso', 'position': '13', 'time': '1:25.933'}, {'driverId': 'gasly', 'position': '14', 'time': '1:26.382'}, {'driverId': 'colapinto', 'position': '15', 'time': '1:26.770'}, {'driverId': 'ocon', 'position': '16', 'time': '1:27.199'}, {'driverId': 'hulkenberg', 'position': '17', 'time': '1:27.451'}, {'driverId': 'bortoleto', 'position': '18', 'time': '1:27.716'}, {'driverId': 'stroll', 'position': '19', 'time': '1:28.275'}, {'driverId': 'bearman', 'position': '20', 'time': '1:31.422'}]",2025,15,Dutch Grand Prix,2025-08-31,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands
2,"[{'driverId': 'piastri', 'position': '1', 'time': '1:15.745'}, {'driverId': 'max_verstappen', 'position': '2', 'time': '1:16.304'}, {'driverId': 'norris', 'position': '3', 'time': '1:16.686'}, {'driverId': 'hadjar', 'position': '4', 'time': '1:16.550'}, {'driverId': 'leclerc', 'position': '5', 'time': '1:17.076'}, {'driverId': 'russell', 'position': '6', 'time': '1:16.688'}, {'driverId': 'hamilton', 'position': '7', 'time': '1:16.716'}, {'driverId': 'lawson', 'position': '8', 'time': '1:16.919'}, {'driverId': 'sainz', 'position': '9', 'time': '1:16.974'}, {'driverId': 'albon', 'position': '10', 'time': '1:17.145'}]",2025,15,Dutch Grand Prix,2025-08-31,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands
1,"[{'driverId': 'max_verstappen', 'position': '1', 'time': '1:27.159'}, {'driverId': 'norris', 'position': '2', 'time': '1:27.430'}, {'driverId': 'piastri', 'position': '3', 'time': '1:27.992'}, {'driverId': 'leclerc', 'position': '4', 'time': '1:28.280'}, {'driverId': 'russell', 'position': '5', 'time': '1:28.907'}, {'driverId': 'alonso', 'position': '6', 'time': '1:29.645'}, {'driverId': 'bortoleto', 'position': '7', 'time': '1:30.149'}, {'driverId': 'hamilton', 'position': '8', 'time': '1:30.490'}, {'driverId': 'tsunoda', 'position': '9', 'time': '1:31.278'}, {'driverId': 'antonelli', 'position': '10', 'time': '1:31.686'}, {'driverId': 'bearman', 'position': '11', 'time': '1:31.914'}, {'driverId': 'sainz', 'position': '12', 'time': '1:32.424'}, {'driverId': 'albon', 'position': '13', 'time': '1:32.851'}, {'driverId': 'ocon', 'position': '14', 'time': '1:33.184'}, {'driverId': 'lawson', 'position': '15', 'time': '1:33.554'}, {'driverId': 'stroll', 'position': '16', 'time': '1:33.936'}, {'driverId': 'colapinto', 'position': '17', 'time': '1:34.322'}, {'driverId': 'hadjar', 'position': '18', 'time': '1:34.878'}, {'driverId': 'gasly', 'position': '19', 'time': '1:35.676'}]",2025,16,Italian Grand Prix,2025-09-07,monza,Autodromo Nazionale di Monza,Monza,Italy
2,"[{'driverId': 'norris', 'position': '1', 'time': '1:23.889'}, {'driverId': 'max_verstappen', 'position': '2', 'time': '1:24.859'}, {'driverId': 'leclerc', 'position': '3', 'time': '1:25.178'}, {'driverId': 'piastri', 'position': '4', 'time': '1:25.759'}, {'driverId': 'russell', 'position': '5', 'time': '1:25.309'}, {'driverId': 'bortoleto', 'position': '6', 'time': '1:24.823'}, {'driverId': 'alonso', 'position': '7', 'time': '1:25.926'}, {'driverId': 'hamilton', 'position': '8', 'time': '1:25.502'}, {'driverId': 'tsunoda', 'position': '9', 'time': '1:25.349'}, {'driverId': 'antonelli', 'position': '10', 'time': '1:25.453'}, {'driverId': 'bearman', 'position': '11', 'time': '1:25.671'}]",2025,16,Italian Grand Prix,2025-09-07,monza,Autodromo Nazionale di Monza,Monza,Italy
1,"[{'driverId': 'max_verstappen', 'position': '1', 'time': '2:08.681'}, {'driverId': 'sainz', 'position': '2', 'time': '2:09.277'}, {'driverId': 'lawson', 'position': '3', 'time': '2:11.049'}, {'driverId': 'antonelli', 'position': '4', 'time': '2:12.418'}, {'driverId': 'russell', 'position': '5', 'time': '2:14.241'}, {'driverId': 'tsunoda', 'position': '6', 'time': '2:17.485'}, {'driverId': 'hadjar', 'position': '7', 'time': '2:19.951'}, {'driverId': 'norris', 'position': '8', 'time': '2:20.756'}, {'driverId': 'leclerc', 'position': '9', 'time': '2:23.109'}, {'driverId': 'hamilton', 'position': '10', 'time': '2:24.510'}, {'driverId': 'alonso', 'position': '11', 'time': '2:25.739'}, {'driverId': 'bortoleto', 'position': '12', 'time': '2:26.219'}, {'driverId': 'stroll', 'position': '13', 'time': '2:27.285'}, {'driverId': 'colapinto', 'position': '14', 'time': '2:28.905'}, {'driverId': 'bearman', 'position': '15', 'time': '2:29.915'}, {'driverId': 'gasly', 'position': '16', 'time': '2:31.813'}, {'driverId': 'hulkenberg', 'position': '17', 'time': '2:32.918'}, {'driverId': 'ocon', 'position': '18', 'time': '2:32.985'}, {'driverId': 'albon', 'position': '19', 'time': '2:36.417'}]",2025,17,Azerbaijan Grand Prix,2025-09-21,baku,Baku City Circuit,Baku,Azerbaijan
2,"[{'driverId': 'max_verstappen', 'position': '1', 'time': '2:44.189'}, {'driverId': 'sainz', 'position': '2', 'time': '2:44.422'}, {'driverId': 'lawson', 'position': '3', 'time': '2:44.099'}, {'driverId': 'antonelli', 'position': '4', 'time': '2:44.024'}, {'driverId': 'russell', 'position': '5', 'time': '2:43.287'}, {'driverId': 'tsunoda', 'position': '6', 'time': '2:42.411'}, {'driverId': 'hadjar', 'position': '7', 'time': '2:40.973'}, {'driverId': 'norris', 'position': '8', 'time': '2:41.472'}, {'driverId': 'leclerc', 'position': '9', 'time': '2:41.332'}, {'driverId': 'hamilton', 'position': '10', 'time': '2:42.299'}, {'driverId': 'alonso', 'position': '11', 'time': '2:43.020'}]",2025,17,Azerbaijan Grand Prix,2025-09-21,baku,Baku City Circuit,Baku,Azerbaijan
1,"[{'driverId': 'russell', 'position': '1', 'time': '1:43.905'}, {'driverId': 'max_verstappen', 'position': '2', 'time': '1:44.887'}, {'driverId': 'norris', 'position': '3', 'time': '1:45.566'}, {'driverId': 'piastri', 'position': '4', 'time': '1:46.982'}, {'driverId': 'leclerc', 'position': '5', 'time': '1:47.564'}, {'driverId': 'antonelli', 'position': '6', 'time': '1:47.862'}, {'driverId': 'hamilton', 'position': '7', 'time': '1:48.603'}, {'driverId': 'hadjar', 'position': '8', 'time': '1:49.417'}, {'driverId': 'alonso', 'position': '9', 'time': '1:50.169'}, {'driverId': 'bearman', 'position': '10', 'time': '1:50.644'}, {'driverId': 'hulkenberg', 'position': '11', 'time': '1:51.473'}, {'driverId': 'lawson', 'position': '12', 'time': '1:51.941'}, {'driverId': 'colapinto', 'position': '13', 'time': '1:52.427'}, {'driverId': 'stroll', 'position': '14', 'time': '1:53.822'}, {'driverId': 'bortoleto', 'position': '15', 'time': '1:54.057'}, {'driverId': 'tsunoda', 'position': '16', 'time': '1:55.167'}, {'driverId': 'ocon', 'position': '17', 'time': '1:55.463'}, {'driverId': 'sainz', 'position': '18', 'time': '1:56.072'}, {'driverId': 'gasly', 'position': '19', 'time': '1:56.341'}, {'driverId': 'albon', 'position': '20', 'time': '1:56.760'}]",2025,18,Singapore Grand Prix,2025-10-05,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore
2,"[{'driverId': 'russell', 'position': '1', 'time': '1:39.149'}, {'driverId': 'max_verstappen', 'position': '2', 'time': '1:39.698'}, {'driverId': 'norris', 'position': '3', 'time': '1:39.639'}, {'driverId': 'piastri', 'position': '4', 'time': '1:40.284'}, {'driverId': 'leclerc', 'position': '5', 'time': '1:41.077'}, {'driverId': 'antonelli', 'position': '6', 'time': '1:41.392'}, {'driverId': 'hamilton', 'position': '7', 'time': '1:41.350'}, {'driverId': 'hadjar', 'position': '8', 'time': '1:41.529'}, {'driverId': 'alonso', 'position': '9', 'time': '1:41.359'}, {'driverId': 'bearman', 'position': '10', 'time': '1:41.501'}]",2025,18,Singapore Grand Prix,2025-10-05,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore
1,"[{'driverId': 'max_verstappen', 'position': '1', 'time': '1:40.212'}, {'driverId': 'leclerc', 'position': '2', 'time': '1:41.677'}, {'driverId': 'norris', 'position': '3', 'time': '1:42.447'}, {'driverId': 'hamilton', 'position': '4', 'time': '1:43.181'}, {'driverId': 'piastri', 'position': '5', 'time': '1:44.080'}, {'driverId': 'russell', 'position': '6', 'time': '1:44.377'}, {'driverId': 'antonelli', 'position': '7', 'time': '1:45.269'}, {'driverId': 'bearman', 'position': '8', 'time': '1:45.942'}, {'driverId': 'sainz', 'position': '9', 'time': '1:46.371'}, {'driverId': 'tsunoda', 'position': '10', 'time': '1:46.739'}, {'driverId': 'hulkenberg', 'position': '11', 'time': '1:47.315'}, {'driverId': 'alonso', 'position': '12', 'time': '1:47.701'}, {'driverId': 'lawson', 'position': '13', 'time': '1:48.219'}, {'driverId': 'gasly', 'position': '14', 'time': '1:48.733'}, {'driverId': 'ocon', 'position': '15', 'time': '1:49.280'}, {'driverId': 'bortoleto', 'position': '16', 'time': '1:49.461'}, {'driverId': 'colapinto', 'position': '17', 'time': '1:50.067'}, {'driverId': 'stroll', 'position': '18', 'time': '1:50.361'}, {'driverId': 'hadjar', 'position': '19', 'time': '1:51.047'}, {'driverId': 'albon', 'position': '20', 'time': '1:56.940'}]",2025,19,United States Grand Prix,2025-10-19,americas,Circuit of the Americas,Austin,USA
2,"[{'driverId': 'max_verstappen', 'position': '1', 'time': '1:40.241'}, {'driverId': 'leclerc', 'position': '2', 'time': '1:40.503'}, {'driverId': 'norris', 'position': '3', 'time': '1:40.650'}, {'driverId': 'hamilton', 'position': '4', 'time': '1:40.828'}, {'driverId': 'piastri', 'position': '5', 'time': '1:40.687'}, {'driverId': 'russell', 'position': '6', 'time': '1:40.911'}, {'driverId': 'antonelli', 'position': '7', 'time': '1:41.430'}, {'driverId': 'sainz', 'position': '8', 'time': '1:41.311'}, {'driverId': 'bearman', 'position': '9', 'time': '1:42.479'}, {'driverId': 'tsunoda', 'position': '10', 'time': '1:42.044'}]",2025,19,United States Grand Prix,2025-10-19,americas,Circuit of the Americas,Austin,USA
1,"[{'driverId': 'norris', 'position': '1', 'time': '1:24.735'}, {'driverId': 'leclerc', 'position': '2', 'time': '1:26.403'}, {'driverId': 'hamilton', 'position': '3', 'time': '1:27.187'}, {'driverId': 'max_verstappen', 'position': '4', 'time': '1:27.817'}, {'driverId': 'russell', 'position': '5', 'time': '1:28.429'}, {'driverId': 'bearman', 'position': '6', 'time': '1:28.984'}, {'driverId': 'antonelli', 'position': '7', 'time': '1:29.572'}, {'driverId': 'tsunoda', 'position': '8', 'time': '1:30.188'}, {'driverId': 'piastri', 'position': '9', 'time': '1:30.649'}, {'driverId': 'ocon', 'position': '10', 'time': '1:31.068'}, {'driverId': 'hadjar', 'position': '11', 'time': '1:31.619'}, {'driverId': 'sainz', 'position': '12', 'time': '1:32.118'}, {'driverId': 'bortoleto', 'position': '13', 'time': '1:32.601'}, {'driverId': 'lawson', 'position': '14', 'time': '1:33.774'}, {'driverId': 'gasly', 'position': '15', 'time': '1:34.307'}, {'driverId': 'alonso', 'position': '16', 'time': '1:34.649'}, {'driverId': 'hulkenberg', 'position': '17', 'time': '1:34.968'}, {'driverId': 'albon', 'position': '18', 'time': '1:35.288'}, {'driverId': 'stroll', 'position': '19', 'time': '1:38.448'}, {'driverId': 'colapinto', 'position': '20', 'time': '1:39.953'}]",2025,20,Mexico City Grand Prix,2025-10-26,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico
2,"[{'driverId': 'norris', 'position': '1', 'time': '1:23.146'}, {'driverId': 'leclerc', 'position': '2', 'time': '1:23.141'}, {'driverId': 'hamilton', 'position': '3', 'time': '1:23.366'}, {'driverId': 'max_verstappen', 'position': '4', 'time': '1:23.412'}, {'driverId': 'russell', 'position': '5', 'time': '1:23.407'}, {'driverId': 'bearman', 'position': '6', 'time': '1:23.597'}, {'driverId': 'antonelli', 'position': '7', 'time': '1:23.658'}, {'driverId': 'tsunoda', 'position': '8', 'time': '1:23.838'}, {'driverId': 'piastri', 'position': '9', 'time': '1:23.903'}, {'driverId': 'ocon', 'position': '10', 'time': '1:24.048'}]",2025,20,Mexico City Grand Prix,2025-10-26,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico
